drug_local_idx,model,group,AP,nDCG@10,P@15,R@15
122,CAFNet,rare,0.20805875479689673,0.4354747455750673,0.3333333333333333,0.21739130434782608
122,CAFNet,middle,0.2990542112110168,0.49828993591603116,0.4,0.25
122,CAFNet,frequent,0.7334870884905285,0.6410457898283654,0.8,0.15
123,CAFNet,rare,,,,
123,CAFNet,middle,0.01767676767676768,0.0,0.0,0.0
123,CAFNet,frequent,0.1447130883301096,0.29007579773858083,0.13333333333333333,0.5
124,CAFNet,rare,,,,
124,CAFNet,middle,0.05423280423280423,0.0,0.0,0.0
124,CAFNet,frequent,0.6857300970283954,0.7631925784528223,0.6,0.5
125,CAFNet,rare,0.036249083346930326,0.07336392209936006,0.06666666666666667,0.1
125,CAFNet,middle,0.13085123996714015,0.06943122193677728,0.06666666666666667,0.021739130434782608
125,CAFNet,frequent,0.5950893761827042,0.4779671403625729,0.4666666666666667,0.061946902654867256
126,CAFNet,rare,0.0196078431372549,0.0,0.0,0.0
126,CAFNet,middle,,,,
126,CAFNet,frequent,0.3544441177354792,0.29345568839744024,0.26666666666666666,0.26666666666666666
127,CAFNet,rare,,,,
